lat,lon,HCHO_slant_column_number_density,tropospheric_HCHO_column_number_density,tropospheric_HCHO_column_number_density_amf
28.62975726,77.2151394,0.0001707908744,0.0002560363128,0.9341749676
28.62975726,77.21603772,0.0001699039668,0.0002551082459,0.9335033002
28.62975726,77.21693603,0.000170453528,0.0002554472245,0.9336368146
28.62975726,77.21783435,0.0001708532222,0.0002564775811,0.9323368208
28.62975726,77.21873267,0.0001712415505,0.0002560999064,0.9349950352
28.62975726,77.21963098,0.0001713197743,0.0002562615426,0.9359029113
28.62975726,77.2205293,0.0001732375526,0.0002583193456,0.9353103105
28.62975726,77.22142761,0.0001743104507,0.0002593419085,0.9350078579
28.62975726,77.22232593,0.0001768333329,0.0002628772776,0.9318805745
28.62975726,77.22322424,0.0001772431137,0.0002633464065,0.9319504952
28.62975726,77.22412256,0.0001769084556,0.0002629620962,0.9319370297
28.62975726,77.22502087,0.000177180675,0.0002634725799,0.9312205345
28.63065558,77.2151394,0.0001717607123,0.0002569992307,0.933823296
28.63065558,77.21603772,0.0001708483997,0.0002560434049,0.933145835
28.63065558,77.21693603,0.0001715460517,0.0002565168743,0.9332781838
28.63065558,77.21783435,0.00017194349,0.0002575436346,0.9319785724
28.63065558,77.21873267,0.0001719969107,0.0002568823673,0.9346606062
28.63065558,77.21963098,0.0001720852356,0.0002570535173,0.9355671845
28.63065558,77.2205293,0.0001740420956,0.0002591507042,0.9349750435
28.63065558,77.22142761,0.0001752186073,0.0002603299843,0.934663003
28.63065558,77.22232593,0.0001777444381,0.0002638685615,0.9315345999
28.63065558,77.22322424,0.0001781933134,0.0002643873821,0.9316098078
28.63065558,77.22412256,0.0001777074989,0.0002638111889,0.9316036713
28.63065558,77.22502087,0.0001775297664,0.0002637840815,0.9307601683
28.63155389,77.2151394,0.0001714626267,0.0002570872991,0.9332021649
28.63155389,77.21603772,0.0001704144351,0.000255769098,0.9333647792
28.63155389,77.21693603,0.0001708447376,0.0002558717837,0.9334899399
28.63155389,77.21783435,0.000171658391,0.0002572404401,0.9322337541
28.63155389,77.21873267,0.0001718918259,0.0002568535986,0.9348878994
28.63155389,77.21963098,0.0001722209532,0.0002573258747,0.935535067
28.63155389,77.2205293,0.0001737866554,0.0002588635583,0.9349431844
28.63155389,77.22142761,0.0001746021213,0.0002596196433,0.9344015296
28.63155389,77.22232593,0.0001768972319,0.0002628079155,0.9314194492
28.63155389,77.22322424,0.0001774052818,0.0002634074797,0.9314935993
28.63155389,77.22412256,0.0001769194672,0.0002628312865,0.9314874628
28.63155389,77.22502087,0.0001770196055,0.0002631031535,0.9306905931
28.63245221,77.2151394,0.0001716393182,0.0002571149945,0.9290908387
28.63245221,77.21603772,0.0001705877123,0.0002557924996,0.9292539826
28.63245221,77.21693603,0.0001710183882,0.000255891296,0.9293859667
28.63245221,77.21783435,0.0001716246219,0.0002570083798,0.9281109678
28.63245221,77.21873267,0.0001716771117,0.0002564390768,0.9307385795
28.63245221,77.21963098,0.0001719869662,0.0002569175744,0.9311992872
28.63245221,77.2205293,0.0001734621618,0.0002582681053,0.9306748254
28.63245221,77.22142761,0.0001742327744,0.000258915624,0.9303291684
28.63245221,77.22232593,0.0001755268615,0.0002610868342,0.9299996417
28.63245221,77.22322424,0.0001761689287,0.0002618707033,0.9300613411
28.63245221,77.22412256,0.0001756128588,0.0002611828566,0.9300543224
28.63245221,77.22502087,0.0001755113505,0.0002610825359,0.929306065
28.63335052,77.2151394,0.0001720087808,0.0002578437231,0.9274410433
28.63335052,77.21603772,0.0001708409879,0.0002563910566,0.9275973905
28.63335052,77.21693603,0.0001708065239,0.0002560354172,0.9277131587
28.63335052,77.21783435,0.0001715057403,0.000257338983,0.926164068
28.63335052,77.21873267,0.0001715570949,0.0002567609715,0.9288087663
28.63335052,77.21963098,0.0001718704233,0.0002572445178,0.9292642501
28.63335052,77.2205293,0.0001733650025,0.0002586073231,0.9287407486
28.63335052,77.22142761,0.0001741650273,0.0002592946649,0.9283982597
28.63335052,77.22232593,0.0001754248611,0.0002614195777,0.9282415029
28.63335052,77.22322424,0.0001761357407,0.0002623024332,0.9283005962
28.63335052,77.22412256,0.000175528157,0.0002615486649,0.9282936422
28.63335052,77.22502087,0.0001756426074,0.0002615413865,0.9278358262
28.63424884,77.2151394,0.0001739076295,0.0002594712854,0.9275325251
28.63424884,77.21603772,0.0001729490867,0.0002583159761,0.9276852681
28.63424884,77.21693603,0.000172514112,0.0002576038315,0.9276960127
28.63424884,77.21783435,0.0001731150848,0.0002587800055,0.926152921
28.63424884,77.21873267,0.000173111293,0.0002581541177,0.9288082839
28.63424884,77.21963098,0.0001734528061,0.0002586731481,0.9292581621
28.63424884,77.2205293,0.0001749836269,0.0002600788812,0.9287366441
28.63424884,77.22142761,0.0001758011905,0.0002607898246,0.9283268499
28.63424884,77.22232593,0.0001770569472,0.0002629078605,0.9281706004
28.63424884,77.22322424,0.0001777655262,0.000263787859,0.9282295025
28.63424884,77.22412256,0.0001771599088,0.00026303653,0.9282225709
28.63424884,77.22502087,0.0001772739888,0.0002630292752,0.9277662365
28.63514715,77.2151394,0.0001726154142,0.0002576515441,0.9274619216
28.63514715,77.21603772,0.0001721514356,0.0002573648064,0.9277469372
28.63514715,77.21693603,0.0001716055131,0.0002565522351,0.9277739485
28.63514715,77.21783435,0.0001719475746,0.0002574399263,0.9262508255
28.63514715,77.21873267,0.0001722317004,0.0002571533479,0.9289035088
28.63514715,77.21963098,0.0001725957617,0.0002576842317,0.9293593095
28.63514715,77.2205293,0.0001741216445,0.0002590854302,0.9288394739
28.63514715,77.22142761,0.0001749386271,0.0002597962589,0.928430785
28.63514715,77.22232593,0.0001761615105,0.0002618603092,0.9282772353
28.63514715,77.22322424,0.0001768465581,0.0002627075963,0.9283381805
28.63514715,77.22412256,0.0001765088307,0.0002623361476,0.9283354713
28.63514715,77.22502087,0.0001766476868,0.0002623597341,0.9278854855
28.63604547,77.2151394,0.0001728692018,0.0002579616416,0.9276720962
28.63604547,77.21603772,0.0001726950297,0.0002580572224,0.9280220161
28.63604547,77.21693603,0.0001721670045,0.0002572681074,0.9280503487
28.63604547,77.21783435,0.0001723213092,0.0002579366381,0.9265264229
28.63604547,77.21873267,0.0001723054152,0.0002572528895,0.9291809676
28.63604547,77.21963098,0.0001723993668,0.0002575144434,0.9296448046
28.63604547,77.2205293,0.0001737252021,0.0002586876524,0.9291377856
28.63604547,77.22142761,0.0001746324864,0.0002595182516,0.9287321547
28.63604547,77.22232593,0.0001758553698,0.000261582302,0.928578605
28.63604547,77.22322424,0.0001766426033,0.000262556217,0.9286130438
28.63604547,77.22412256,0.0001760849386,0.0002619106438,0.928611931
28.63604547,77.22502087,0.0001761243033,0.0002618347236,0.9281075071
28.63694378,77.2151394,0.0001747936078,0.0002604240544,0.9263777278
28.63694378,77.21603772,0.0001745997045,0.0002604915279,0.9267277313
28.63694378,77.21693603,0.0001741515935,0.0002598003382,0.9267528144
28.63694378,77.21783435,0.0001745650082,0.0002608139448,0.9252341933
28.63694378,77.21873267,0.0001745346852,0.0002601116927,0.9278970481
28.63694378,77.21963098,0.0001747000466,0.0002604782879,0.9282730807
28.63694378,77.2205293,0.0001752042157,0.0002611142784,0.9278179868
28.63694378,77.22142761,0.0001765024571,0.0002622222623,0.9277396844
28.63694378,77.22232593,0.0001770515264,0.0002632241693,0.9277764743
28.63694378,77.22322424,0.0001777670156,0.0002641012148,0.9278075244
28.63694378,77.22412256,0.0001771465122,0.0002634210732,0.927647607
28.63694378,77.22502087,0.0001770426731,0.0002631943539,0.9271361134
28.6378421,77.2151394,0.0001738750505,0.0002589783945,0.9266854579
28.6378421,77.21603772,0.0001737423489,0.0002591112421,0.9270386863
28.6378421,77.21693603,0.0001732956834,0.000258422282,0.9270636885
28.6378421,77.21783435,0.0001738224449,0.0002595343642,0.9255468093
28.6378421,77.21873267,0.0001729804061,0.0002586572021,0.9257433156
28.6378421,77.21963098,0.0001733199388,0.0002592342607,0.9261246521
28.6378421,77.2205293,0.0001738257395,0.0002598723095,0.9256680854
28.6378421,77.22142761,0.0001750890614,0.0002609423923,0.9255887547
28.6378421,77.22232593,0.0001757411184,0.0002621102823,0.9256209487
28.6378421,77.22322424,0.0001765257396,0.0002630724963,0.9256473641
28.6378421,77.22412256,0.0001759032281,0.0002623901536,0.9254869291
28.6378421,77.22502087,0.0001757171791,0.0002620558517,0.9249748816